"species"	"order"	"family"	"biomes_salve"	"cerrado_sp"	"limbs"	"reproduction"	"biomes_gard"	"habitat"	"activity"	"cerrado_endemic"	"phylogeny"	"suborder"	"genus"	"year"
"Lygophis lineatus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Lygophis"	1758
"Lygophis meridionalis"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"no"	"yes"	"Serpentes"	"Lygophis"	1901
"Lygophis paucidens"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"yes"	"Serpentes"	"Lygophis"	1953
"Mabuya altamazonica"	"Squamata"	"Mabuyidae"	"Amazônia"	"no"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Mabuya"	2006
"Mabuya bistriata"	"Squamata"	"Mabuyidae"	"Amazônia"	"no"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Mabuya"	1825
"Manciola guaporicola"	"Squamata"	"Mabuyidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Manciola"	1935
"Marinussaurus curupira"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Marinussaurus"	2011
"Mastigodryas boddaerti"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Mastigodryas"	1796
"Mastigodryas moratoi"	"Squamata"	"Colubridae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"no"	"Serpentes"	"Mastigodryas"	2011
"Mastigodryas pleii"	"Squamata"	"Colubridae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"no"	"Serpentes"	"Mastigodryas"	1854
"Mesobaena rhachicephala"	"Squamata"	"Amphisbaenidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Amphisbaenia"	"Mesobaena"	2009
"Mesotes rutilus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Mesotes"	1942
"Mesotes strigatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland"	NA	"no"	"yes"	"Serpentes"	"Mesotes"	1858
"Micrablepharus atticolus"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Micrablepharus"	1996
"Micrablepharus maximiliani"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Micrablepharus"	1862
"Micrurus albicinctus"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1925
"Micrurus altirostris"	"Squamata"	"Elapidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1860
"Micrurus annellatus"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1871
"Micrurus averyi"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1939
"Micrurus boicora"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Serpentes"	"Micrurus"	2018
"Micrurus brasiliensis"	"Squamata"	"Elapidae"	"Caatinga, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"yes"	"yes"	"Serpentes"	"Micrurus"	1967
"Micrurus corallinus"	"Squamata"	"Elapidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1820
"Micrurus decoratus"	"Squamata"	"Elapidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1858
"Micrurus diana"	"Squamata"	"Elapidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1983
"Micrurus diutius"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1955
"Micrurus filiformis"	"Squamata"	"Elapidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1859
"Micrurus frontalis"	"Squamata"	"Elapidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1854
"Micrurus hemprichii"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1858
"Micrurus ibiboboca"	"Squamata"	"Elapidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1820
"Micrurus isozonus"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Shrubland"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1860
"Micrurus langsdorffi"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1824
"Micrurus lemniscatus"	"Squamata"	"Elapidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1758
"Micrurus mipartitus"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1854
"Micrurus nattereri"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1952
"Micrurus pacaraimae"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	2002
"Micrurus paraensis"	"Squamata"	"Elapidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1973
"Micrurus potyguara"	"Squamata"	"Elapidae"	"Mata Atlântica"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	2014
"Micrurus psyches"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1803
"Micrurus putumayensis"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1962
"Micrurus pyrrhocryptus"	"Squamata"	"Elapidae"	"Pantanal"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1862
"Micrurus remotus"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Micrurus"	1987
"Micrurus silviae"	"Squamata"	"Elapidae"	"Mata Atlântica, Pampa"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"no"	"no"	"Serpentes"	"Micrurus"	2007
"Micrurus spixii"	"Squamata"	"Elapidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1824
"Micrurus surinamensis"	"Squamata"	"Elapidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Micrurus"	1816
"Micrurus tikuna"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Serpentes"	"Micrurus"	2015
"Micrurus tricolor"	"Squamata"	"Elapidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	NA	"Savanna"	NA	"yes"	"no"	"Serpentes"	"Micrurus"	1956
"Mussurana bicolor"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Mussurana"	1904
"Mussurana montana"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland"	NA	"no"	"no"	"Serpentes"	"Mussurana"	1997
"Mussurana quimi"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Mussurana"	1997
"Neusticurus arekuna"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Sauria"	"Neusticurus"	2018
"Neusticurus bicarinatus"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	"Diurnal"	"no"	"yes"	"Sauria"	"Neusticurus"	1758
"Neusticurus medemi"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	"Diurnal"	"no"	"yes"	"Sauria"	"Neusticurus"	1981
"Neusticurus racenisi"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	"Diurnal"	"no"	"yes"	"Sauria"	"Neusticurus"	1958
"Neusticurus surinamensis"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"yes"	"Sauria"	"Neusticurus"	1923
"Ninia hudsoni"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Ninia"	1940
"Nothobachia ablephara"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Cerrado"	"yes"	"reduced"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest/Savanna"	"Cathemeral"	"no"	"yes"	"Sauria"	"Nothobachia"	1984
"Notomabuya frenata"	"Squamata"	"Mabuyidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Notomabuya"	1863
"Ophiodes enso"	"Squamata"	"Diploglossidae"	"Pampa"	"no"	"limbless"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"no"	"no"	"Sauria"	"Ophiodes"	2017
"Ophiodes fragilis"	"Squamata"	"Diploglossidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"hindlimbs only"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Sauria"	"Ophiodes"	1820
"Ophiodes striatus"	"Squamata"	"Diploglossidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"hindlimbs only"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland"	"Diurnal"	"no"	"yes"	"Sauria"	"Ophiodes"	1824
"Oxybelis aeneus"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Oxybelis"	1824
"Oxybelis fulgidus"	"Squamata"	"Colubridae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Oxybelis"	1803
"Oxyrhopus clathratus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1854
"Oxyrhopus formosus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1820
"Oxyrhopus guibei"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1977
"Oxyrhopus melanogenys"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1845
"Oxyrhopus occipitalis"	"Squamata"	"Dipsadidae"	""	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1824
"Oxyrhopus petolarius"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1758
"Oxyrhopus rhombifer"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1854
"Oxyrhopus trigeminus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Oxyrhopus"	1854
"Oxyrhopus vanidicus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Oxyrhopus"	2009
"Palusophis bifossatus"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	NA	"no"	"yes"	"Serpentes"	"Palusophis"	1820
"Panopa carvalhoi"	"Squamata"	"Mabuyidae"	"Amazônia"	"no"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Panopa"	1990
"Paraphimophis rusticus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Paraphimophis"	1878
"Phalotris concolor"	"Squamata"	"Dipsadidae"	"Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Serpentes"	"Phalotris"	1993
"Phalotris labiomaculatus"	"Squamata"	"Dipsadidae"	"Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Serpentes"	"Phalotris"	2002
"Phalotris lativittatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Phalotris"	1993
"Phalotris lemniscatus"	"Squamata"	"Dipsadidae"	"Mata Atlântica, Pampa"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland"	NA	"no"	"yes"	"Serpentes"	"Phalotris"	1854
"Phalotris matogrossensis"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Phalotris"	2005
"Phalotris mertensi"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"yes"	"Serpentes"	"Phalotris"	1955
"Phalotris multipunctatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Serpentes"	"Phalotris"	1993
"Phalotris nasutus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Phalotris"	1915
"Phalotris reticulatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland"	NA	"no"	"yes"	"Serpentes"	"Phalotris"	1860
"Phalotris tricolor"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Shrubland"	NA	"no"	"no"	"Serpentes"	"Phalotris"	1854
"Philodryas aestiva"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Philodryas"	1854
"Philodryas agassizii"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Philodryas"	1863
"Philodryas arnaldoi"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"no"	"Serpentes"	"Philodryas"	1932
"Philodryas livida"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Shrubland"	"Diurnal"	"yes"	"no"	"Serpentes"	"Philodryas"	1923
"Philodryas mattogrossensis"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	"Diurnal"	"yes"	"yes"	"Serpentes"	"Philodryas"	1898
"Philodryas nattereri"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Serpentes"	"Philodryas"	1870
"Philodryas olfersii"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Philodryas"	1823
"Philodryas psammophidea"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"no"	"yes"	"Serpentes"	"Philodryas"	1872
"Phimophis guerini"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Phimophis"	1854
"Phimophis guianensis"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Phimophis"	1848
"Phrynonax sexcarinatus"	"Squamata"	"Colubridae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Phrynonax"	1824
"Phyllopezus lutzae"	"Squamata"	"Phyllodactylidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Sauria"	"Phyllopezus"	1941
"Phyllopezus periosus"	"Squamata"	"Phyllodactylidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Nocturnal"	"no"	"yes"	"Sauria"	"Phyllopezus"	1986
"Phyllopezus pollicaris"	"Squamata"	"Phyllodactylidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Cathemeral"	"no"	"yes"	"Sauria"	"Phyllopezus"	1825
"Phyllopezus przewalskii"	"Squamata"	"Phyllodactylidae"	"Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Rocky"	NA	"no"	"yes"	"Sauria"	"Phyllopezus"	1895
"Placosoma cipoense"	"Squamata"	"Gymnophthalmidae"	"Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna"	NA	"yes"	"no"	"Sauria"	"Placosoma"	1966
"Placosoma cordylinum"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Placosoma"	1847
"Placosoma glabellum"	"Squamata"	"Gymnophthalmidae"	"Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Placosoma"	1870
"Placosoma limaverdorum"	"Squamata"	"Gymnophthalmidae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest"	"Diurnal"	"no"	"no"	"Sauria"	"Placosoma"	2016
"Plica plica"	"Squamata"	"Tropiduridae"	"Amazônia, Pantanal"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Plica"	1758
"Plica umbra"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Plica"	1758
