Species name (Binomial),GARD id,Valid (June 2026),Order,sub-order,Family,year described,Major Realm (Falaschi et al. 2023 designation),points 18June2026,only type2,Insularity,mappable (>0 points),have elevation data,max length (SVL or TL),female length  (SVL or TL),male length  (SVL or TL),"newborn size (SVL, Total length or mass)",Activity time data,substrate data,Mode of reproduction data,brood size data,Diet data,Foraging mode data,Length of Activity Season data,Population density data,Home range size data,"Body temperature in activity, data",Preferred temperature metadata,CtMin data,CtMax data,Yearly broods data,breeding age (data),Longevity data,IUCN (April 2026; classifiable?),"trend (IUCN, Apr 2026)",genetic data,score
Saphenophis sneiderni,R03250,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1973,Neotropic,7,no,mainland,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
Saphenophis tristriatus,R03251,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1940,Neotropic,11,no,mainland,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Saproscincus basiliscus,R08202,yes,Squamata,Sauria,Scincidae,1981,Australo-Pacific,11,no,mainland,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,15
Saproscincus challengeri,R08203,yes,Squamata,Sauria,Scincidae,1887,Australo-Pacific,315,no,mainland,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Saproscincus czechurai,R08204,yes,Squamata,Sauria,Scincidae,1981,Australo-Pacific,110,no,mainland,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,15
Saproscincus eungellensis,R08205,yes,Squamata,Sauria,Scincidae,2005,Australo-Pacific,12,no,mainland,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12
Saproscincus hannahae,R08206,yes,Squamata,Sauria,Scincidae,1998,Australo-Pacific,81,no,mainland,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11
Saproscincus lewisi,R08207,yes,Squamata,Sauria,Scincidae,1998,Australo-Pacific,59,no,mainland,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,10
Saproscincus mustelinus,R08208,yes,Squamata,Sauria,Scincidae,1874,Australo-Pacific,2045,no,mainland,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,15
Saproscincus oriarus,R08209,yes,Squamata,Sauria,Scincidae,1998,Australo-Pacific,12,no,mainland,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Saproscincus rosei,R08210,yes,Squamata,Sauria,Scincidae,1985,Australo-Pacific,296,no,mainland,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Saproscincus saltus,R08211,yes,Squamata,Sauria,Scincidae,2013,Australo-Pacific,4,yes,mainland,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Saproscincus spectabilis,R08212,yes,Squamata,Sauria,Scincidae,1888,Australo-Pacific,76,no,mainland,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Saproscincus tetradactylus,R08213,yes,Squamata,Sauria,Scincidae,1980,Australo-Pacific,91,no,mainland,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,14
Sarada darwini,R10922,yes,Squamata,Sauria,Agamidae,2016,Oriental,13,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10
Sarada deccanensis,R10923,yes,Squamata,Sauria,Agamidae,1870,Oriental,22,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Sarada superba,R10924,yes,Squamata,Sauria,Agamidae,2016,Oriental,4,yes,mainland,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Sauresia agramma,R13291,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,1,yes,insular endemic,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Sauresia cayemitae,R13292,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,5,no,insular endemic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Sauresia gracilis,R13293,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,2,yes,insular endemic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Sauresia habichii,R13294,yes,Squamata,Sauria,Diploglossidae,1863,Neotropic,5,no,insular endemic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Sauresia manicula,R13295,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,1,yes,insular endemic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Sauresia pangnolae,R13296,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,6,no,insular endemic,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Sauresia sepsoides,R02599,yes,Squamata,Sauria,Diploglossidae,1852,Neotropic,37,no,insular endemic,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Sauresia synoria,R13297,yes,Squamata,Sauria,Diploglossidae,2024,Neotropic,2,no,insular endemic,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Saurodactylus brosseti,R10925,yes,Squamata,Sauria,Sphaerodactylidae,1957,Saharo-Sindian,37,no,mainland,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,13
Saurodactylus elmoudenii,R11739,yes,Squamata,Sauria,Sphaerodactylidae,2019,Saharo-Sindian,6,no,mainland,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Saurodactylus fasciatus,R08690,yes,Squamata,Sauria,Sphaerodactylidae,1931,Saharo-Sindian,74,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13
Saurodactylus harrisii,R11740,yes,Squamata,Sauria,Sphaerodactylidae,2019,Saharo-Sindian,24,no,mainland,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,14
Saurodactylus mauritanicus,R08691,yes,Squamata,Sauria,Sphaerodactylidae,1836,Saharo-Sindian,27,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,16
Saurodactylus slimanii,R11741,yes,Squamata,Sauria,Sphaerodactylidae,2019,Saharo-Sindian,3,potentially,mainland,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Saurodactylus splendidus,R11742,yes,Squamata,Sauria,Sphaerodactylidae,2019,Saharo-Sindian,4,no,mainland,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Sauromalus ater,R05240,yes,Squamata,Sauria,Iguanidae,1856,Nearctic,141,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,24
Sauromalus hispidus,R05241,yes,Squamata,Sauria,Iguanidae,1891,Nearctic,19,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,20
Sauromalus klauberi,R05242,yes,Squamata,Sauria,Iguanidae,1941,Nearctic,5,yes,insular endemic,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10
Sauromalus slevini,R05243,yes,Squamata,Sauria,Iguanidae,1922,Nearctic,18,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11
Sauromalus varius,R05244,yes,Squamata,Sauria,Iguanidae,1919,Nearctic,6,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,19
Scaphiodontophis annulatus,R01767,yes,Squamata,Serpentes,Colubridae,1854,Neotropic,125,no,mainland,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Scaphiodontophis venustissimus,R01768,yes,Squamata,Serpentes,Colubridae,1894,Neotropic,51,no,mainland,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11
Scaphiophis albopunctatus,R01769,yes,Squamata,Serpentes,Colubridae,1870,Afrotropic,54,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Scaphiophis raffreyi,R01770,yes,Squamata,Serpentes,Colubridae,1875,Afrotropic,25,no,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
Scelarcis perspicillata,R10926,yes,Squamata,Sauria,Lacertidae,1839,Saharo-Sindian,92,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,19
Sceloporus acanthinus,R06634,yes,Squamata,Sauria,Phrynosomatidae,1873,Neotropic,10,no,mainland,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Sceloporus adleri,R06635,yes,Squamata,Sauria,Phrynosomatidae,1974,Neotropic,8,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,17
Sceloporus aeneus,R06636,yes,Squamata,Sauria,Phrynosomatidae,1828,Neotropic,36,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,20
Sceloporus albiventris,R06637,yes,Squamata,Sauria,Phrynosomatidae,1939,Nearctic,75,no,mainland,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Sceloporus anahuacus,R06638,yes,Squamata,Sauria,Phrynosomatidae,1983,Neotropic,117,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,17
Sceloporus angustus,R06639,yes,Squamata,Sauria,Phrynosomatidae,1919,Nearctic,6,potentially,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,14
Sceloporus arenicolus,R06640,yes,Squamata,Sauria,Phrynosomatidae,1972,Nearctic,48,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,22
Sceloporus asper,R06641,yes,Squamata,Sauria,Phrynosomatidae,1897,Neotropic,33,no,mainland,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,12
Sceloporus aurantius,R06642,yes,Squamata,Sauria,Phrynosomatidae,2014,Neotropic,5,no,mainland,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Sceloporus aureolus,R06643,yes,Squamata,Sauria,Phrynosomatidae,1942,Neotropic,152,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Sceloporus becki,R06644,yes,Squamata,Sauria,Phrynosomatidae,1905,Nearctic,24,no,insular endemic,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8
Sceloporus bicanthalis,R06645,yes,Squamata,Sauria,Phrynosomatidae,1937,Neotropic,17,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,23
Sceloporus bimaculosus,R06646,yes,Squamata,Sauria,Phrynosomatidae,1955,Nearctic,13,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,18
Sceloporus binocularis,R12544,yes,Squamata,Sauria,Phrynosomatidae,1936,Nearctic,38,no,mainland,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10
Sceloporus brownorum,R10927,yes,Squamata,Sauria,Phrynosomatidae,1997,Nearctic,32,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,16
Sceloporus bulleri,R06647,yes,Squamata,Sauria,Phrynosomatidae,1894,Neotropic,55,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,17
Sceloporus caeruleus,R06648,yes,Squamata,Sauria,Phrynosomatidae,1936,Nearctic,11,no,mainland,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Sceloporus carinatus,R06649,yes,Squamata,Sauria,Phrynosomatidae,1936,Neotropic,15,no,mainland,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,11
Sceloporus cautus,R06650,yes,Squamata,Sauria,Phrynosomatidae,1938,Nearctic,90,no,mainland,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Sceloporus chaneyi,R06651,yes,Squamata,Sauria,Phrynosomatidae,1992,Neotropic,4,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Sceloporus chrysostictus,R06652,yes,Squamata,Sauria,Phrynosomatidae,1866,Neotropic,156,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,20
Sceloporus clarkii,R06653,yes,Squamata,Sauria,Phrynosomatidae,1852,Nearctic,71,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,21
Sceloporus consobrinus,R06654,yes,Squamata,Sauria,Phrynosomatidae,1854,Nearctic,20,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,18
Sceloporus couchii,R06655,yes,Squamata,Sauria,Phrynosomatidae,1859,Nearctic,47,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Sceloporus cowlesi,R06656,yes,Squamata,Sauria,Phrynosomatidae,1956,Nearctic,1047,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,21
Sceloporus cozumelae,R06657,yes,Squamata,Sauria,Phrynosomatidae,1927,Neotropic,57,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,21
Sceloporus cryptus,R06658,yes,Squamata,Sauria,Phrynosomatidae,1967,Neotropic,5,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,15
Sceloporus cupreus,R06659,yes,Squamata,Sauria,Phrynosomatidae,1873,Neotropic,5,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sceloporus cyanogenys,R06660,yes,Squamata,Sauria,Phrynosomatidae,1885,Nearctic,131,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,20
Sceloporus cyanostictus,R06661,yes,Squamata,Sauria,Phrynosomatidae,1971,Nearctic,15,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,16
Sceloporus dixoni,R12402,yes,Squamata,Sauria,Phrynosomatidae,2021,Neotropic,20,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Sceloporus druckercolini,R06662,yes,Squamata,Sauria,Phrynosomatidae,2008,Neotropic,8,no,mainland,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,14
Sceloporus dugesii,R06663,yes,Squamata,Sauria,Phrynosomatidae,1873,Neotropic,48,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,15
Sceloporus edwardtaylori,R06665,yes,Squamata,Sauria,Phrynosomatidae,1936,Neotropic,10,no,mainland,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Sceloporus esperanzae,R11361,yes,Squamata,Sauria,Phrynosomatidae,2018,Neotropic,21,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Sceloporus exsul,R06666,yes,Squamata,Sauria,Phrynosomatidae,1972,Neotropic,6,no,mainland,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Sceloporus formosus,R06667,yes,Squamata,Sauria,Phrynosomatidae,1834,Neotropic,106,no,mainland,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,18
Sceloporus gadoviae,R06668,yes,Squamata,Sauria,Phrynosomatidae,1905,Neotropic,23,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,21
Sceloporus gadsdeni,R10928,yes,Squamata,Sauria,Phrynosomatidae,2017,Nearctic,18,no,mainland,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,17
Sceloporus geminus,R13022,yes,Squamata,Sauria,Phrynosomatidae,2023,Neotropic,7,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Sceloporus goldmani,R06669,yes,Squamata,Sauria,Phrynosomatidae,1937,Nearctic,9,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,14
Sceloporus graciosus,R06670,yes,Squamata,Sauria,Phrynosomatidae,1852,Nearctic,318,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
Sceloporus grammicus,R06671,yes,Squamata,Sauria,Phrynosomatidae,1828,Nearctic,311,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
Sceloporus grandaevus,R06672,yes,Squamata,Sauria,Phrynosomatidae,1919,Nearctic,7,potentially,insular endemic,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,14
Sceloporus halli,R10929,yes,Squamata,Sauria,Phrynosomatidae,1974,Neotropic,2,no,mainland,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sceloporus hesperus,R12403,yes,Squamata,Sauria,Phrynosomatidae,2021,Neotropic,1,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Sceloporus heterolepis,R06673,yes,Squamata,Sauria,Phrynosomatidae,1894,Neotropic,47,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14
Sceloporus hondurensis,R11359,yes,Squamata,Sauria,Phrynosomatidae,2018,Neotropic,53,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Sceloporus horridus,R06674,yes,Squamata,Sauria,Phrynosomatidae,1834,Neotropic,63,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,20
Sceloporus huichol,R12638,yes,Squamata,Sauria,Phrynosomatidae,2022,Neotropic,11,no,mainland,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Sceloporus hunsakeri,R06675,yes,Squamata,Sauria,Phrynosomatidae,1979,Nearctic,31,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,17
Sceloporus insignis,R06676,yes,Squamata,Sauria,Phrynosomatidae,1967,Neotropic,13,no,mainland,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,13
Sceloporus internasalis,R06677,yes,Squamata,Sauria,Phrynosomatidae,1955,Neotropic,20,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,14
Sceloporus jalapae,R06678,yes,Squamata,Sauria,Phrynosomatidae,1890,Neotropic,83,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,17
Sceloporus jarrovii,R06679,yes,Squamata,Sauria,Phrynosomatidae,1875,Nearctic,107,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
Sceloporus lemosespinali,R06680,yes,Squamata,Sauria,Phrynosomatidae,2004,Nearctic,35,no,mainland,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Sceloporus licki,R06681,yes,Squamata,Sauria,Phrynosomatidae,1895,Nearctic,24,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,16
Sceloporus lineatulus,R06682,yes,Squamata,Sauria,Phrynosomatidae,1919,Nearctic,2,yes,insular endemic,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,11
Sceloporus lunae,R06683,yes,Squamata,Sauria,Phrynosomatidae,1873,Neotropic,2,no,mainland,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Sceloporus lundelli,R06684,yes,Squamata,Sauria,Phrynosomatidae,1939,Neotropic,88,no,mainland,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,14
Sceloporus macdougalli,R06685,yes,Squamata,Sauria,Phrynosomatidae,1953,Neotropic,8,yes,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,20
Sceloporus maculosus,R06686,yes,Squamata,Sauria,Phrynosomatidae,1934,Nearctic,12,no,mainland,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,14
Sceloporus madrensis,R12546,yes,Squamata,Sauria,Phrynosomatidae,1986,Neotropic,19,no,mainland,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Sceloporus magister,R06687,yes,Squamata,Sauria,Phrynosomatidae,1854,Nearctic,134,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,24
Sceloporus malachiticus,R06688,yes,Squamata,Sauria,Phrynosomatidae,1864,Neotropic,104,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,22
Sceloporus marmoratus,R11773,yes,Squamata,Sauria,Phrynosomatidae,1852,Nearctic,65,no,mainland,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Sceloporus megalepidurus,R06689,yes,Squamata,Sauria,Phrynosomatidae,1934,Neotropic,51,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,19
Sceloporus melanogaster,R12543,yes,Squamata,Sauria,Phrynosomatidae,1885,Neotropic,131,no,mainland,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11
Sceloporus melanorhinus,R06690,yes,Squamata,Sauria,Phrynosomatidae,1876,Neotropic,221,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,18
Sceloporus mendezdelacruzi,R13394,yes,Squamata,Sauria,Phrynosomatidae,2025,Neotropic,5,no,mainland,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Sceloporus merriami,R06691,yes,Squamata,Sauria,Phrynosomatidae,1904,Nearctic,73,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,24
Sceloporus mikeprestoni,R12545,yes,Squamata,Sauria,Phrynosomatidae,1976,Neotropic,3,no,mainland,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Sceloporus minor,R06692,yes,Squamata,Sauria,Phrynosomatidae,1885,Neotropic,71,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,21
Sceloporus mucronatus,R06693,yes,Squamata,Sauria,Phrynosomatidae,1885,Neotropic,42,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,20
Sceloporus nelsoni,R06694,yes,Squamata,Sauria,Phrynosomatidae,1923,Nearctic,38,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,17
Sceloporus oberon,R10930,yes,Squamata,Sauria,Phrynosomatidae,1941,Nearctic,44,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,13
Sceloporus occidentalis,R06695,yes,Squamata,Sauria,Phrynosomatidae,1852,Nearctic,40,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
Sceloporus ochoterenae,R06696,yes,Squamata,Sauria,Phrynosomatidae,1934,Neotropic,22,no,mainland,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,16
Sceloporus olivaceus,R06697,yes,Squamata,Sauria,Phrynosomatidae,1934,Nearctic,326,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,23
Sceloporus olloporus,R11753,yes,Squamata,Sauria,Phrynosomatidae,1937,Neotropic,236,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,15
Sceloporus omiltemanus,R06698,yes,Squamata,Sauria,Phrynosomatidae,1890,Neotropic,63,no,mainland,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,17
Sceloporus orcutti,R06699,yes,Squamata,Sauria,Phrynosomatidae,1893,Nearctic,38,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
Sceloporus ornatus,R06700,yes,Squamata,Sauria,Phrynosomatidae,1859,Nearctic,53,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,15
Sceloporus palaciosi,R06701,yes,Squamata,Sauria,Phrynosomatidae,1983,Neotropic,30,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,20
Sceloporus parvus,R06702,yes,Squamata,Sauria,Phrynosomatidae,1934,Nearctic,131,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,19
